GAME_DATE,home_TEAM_ABBREVIATION,away_TEAM_ABBREVIATION,kalshi_market_ticker,kalshi_event_ticker,kalshi_market_title,kalshi_market_subtitle,kalshi_market_status,kalshi_market_source,kalshi_yes_price,kalshi_yes_price_pregame,kalshi_pregame_sampled_ts,kalshi_no_price,kalshi_last_price,kalshi_price_home_win,kalshi_yes_team,kalshi_volume,kalshi_close_time,kalshi_settlement_ts
2024-03-29,MIA,POR,,,,,,,,,,,,,,,,
2024-04-02,MIA,NYK,,,,,,,,,,,,,,,,
2024-04-04,MIA,PHI,,,,,,,,,,,,,,,,
2024-04-10,MIA,DAL,,,,,,,,,,,,,,,,
2024-04-12,MIA,TOR,,,,,,,,,,,,,,,,
2024-04-14,MIA,TOR,,,,,,,,,,,,,,,,
2024-04-19,MIA,CHI,,,,,,,,,,,,,,,,
2024-04-27,MIA,BOS,,,,,,,,,,,,,,,,
2024-04-29,MIA,BOS,,,,,,,,,,,,,,,,
2024-10-13,MIA,NOP,,,,,,,,,,,,,,,,
2024-10-15,MIA,SAS,,,,,,,,,,,,,,,,
2024-10-16,MIA,ATL,,,,,,,,,,,,,,,,
2024-10-23,MIA,ORL,,,,,,,,,,,,,,,,
2024-10-28,MIA,DET,,,,,,,,,,,,,,,,
2024-10-30,MIA,NYK,,,,,,,,,,,,,,,,
2024-11-04,MIA,SAC,,,,,,,,,,,,,,,,
2024-11-18,MIA,PHI,,,,,,,,,,,,,,,,
2024-11-24,MIA,DAL,,,,,,,,,,,,,,,,
2024-11-26,MIA,MIL,,,,,,,,,,,,,,,,
2024-11-29,MIA,TOR,,,,,,,,,,,,,,,,
2024-12-04,MIA,LAL,,,,,,,,,,,,,,,,
2024-12-07,MIA,PHX,,,,,,,,,,,,,,,,
2024-12-08,MIA,CLE,,,,,,,,,,,,,,,,
2024-12-12,MIA,TOR,,,,,,,,,,,,,,,,
2024-12-20,MIA,OKC,,,,,,,,,,,,,,,,
2024-12-23,MIA,BKN,,,,,,,,,,,,,,,,
2025-01-01,MIA,NOP,,,,,,,,,,,,,,,,
2025-01-02,MIA,IND,,,,,,,,,,,,,,,,
2025-01-04,MIA,UTA,,,,,,,,,,,,,,,,
2025-01-17,MIA,DEN,,,,,,,,,,,,,,,,
2025-01-19,MIA,SAS,,,,,,,,,,,,,,,,
2025-01-21,MIA,POR,,,,,,,,,,,,,,,,
2025-01-27,MIA,ORL,,,,,,,,,,,,,,,,
2025-01-29,MIA,CLE,,,,,,,,,,,,,,,,
2025-02-10,MIA,BOS,,,,,,,,,,,,,,,,
2025-02-26,MIA,ATL,,,,,,,,,,,,,,,,
2025-02-28,MIA,IND,,,,,,,,,,,,,,,,
2025-03-02,MIA,NYK,,,,,,,,,,,,,,,,
2025-03-03,MIA,WAS,,,,,,,,,,,,,,,,
2025-03-07,MIA,MIN,,,,,,,,,,,,,,,,
2025-03-08,MIA,CHI,,,,,,,,,,,,,,,,
2025-03-10,MIA,CHA,,,,,,,,,,,,,,,,
2025-03-12,MIA,LAC,,,,,,,,,,,,,,,,
2025-03-14,MIA,BOS,,,,,,,,,,,,,,,,
2025-03-19,MIA,DET,,,,,,,,,,,,,,,,
2025-03-21,MIA,HOU,,,,,,,,,,,,,,,,
2025-03-23,MIA,CHA,,,,,,,,,,,,,,,,
2025-03-25,MIA,GSW,,,,,,,,,,,,,,,,
2025-03-27,MIA,ATL,,,,,,,,,,,,,,,,
2025-04-03,MIA,MEM,,,,,,,,,,,,,,,,
2025-04-05,MIA,MIL,,,,,,,,,,,,,,,,
2025-04-07,MIA,PHI,,,,,,,,,,,,,,,,
2025-04-13,MIA,WAS,,,,,,,,,,,,,,,,
2025-10-04,MIA,ORL,,,,,,,,,,,,,,,,
2025-10-06,MIA,MIL,,,,,,,,,,,,,,,,
2025-10-08,MIA,SAS,,,,,,,,,,,,,,,,
2025-12-01,MIA,LAC,,,,,,,,,,,,,,,,
2026-03-19,MIA,LAL,,,,,,,,,,,,,,,,
2023-11-08,MIL,DET,,,,,,,,,,,,,,,,
2023-11-13,MIL,CHI,,,,,,,,,,,,,,,,
2023-11-18,MIL,DAL,,,,,,,,,,,,,,,,
2023-11-24,MIL,WAS,,,,,,,,,,,,,,,,
2023-11-26,MIL,POR,,,,,,,,,,,,,,,,
2023-12-02,MIL,ATL,,,,,,,,,,,,,,,,
2023-12-05,MIL,NYK,,,,,,,,,,,,,,,,
2023-12-07,MIL,IND,,,,,,,,,,,,,,,,
2023-12-11,MIL,CHI,,,,,,,,,,,,,,,,
2023-12-13,MIL,IND,,,,,,,,,,,,,,,,
2023-12-16,MIL,DET,,,,,,,,,,,,,,,,
2023-12-17,MIL,HOU,,,,,,,,,,,,,,,,
2023-12-19,MIL,SAS,,,,,,,,,,,,,,,,
2023-12-21,MIL,ORL,,,,,,,,,,,,,,,,
2024-01-01,MIL,IND,,,,,,,,,,,,,,,,
2024-01-08,MIL,UTA,,,,,,,,,,,,,,,,
2024-01-11,MIL,BOS,,,,,,,,,,,,,,,,
2024-01-13,MIL,GSW,,,,,,,,,,,,,,,,
2024-01-14,MIL,SAC,,,,,,,,,,,,,,,,
2024-01-24,MIL,CLE,,,,,,,,,,,,,,,,
2024-01-26,MIL,CLE,,,,,,,,,,,,,,,,
2024-01-27,MIL,NOP,,,,,,,,,,,,,,,,
2024-02-08,MIL,MIN,,,,,,,,,,,,,,,,
2024-02-09,MIL,CHA,,,,,,,,,,,,,,,,
2024-02-12,MIL,DEN,,,,,,,,,,,,,,,,
2024-02-13,MIL,MIA,,,,,,,,,,,,,,,,
2024-02-27,MIL,CHA,,,,,,,,,,,,,,,,
2024-03-04,MIL,LAC,,,,,,,,,,,,,,,,
2024-03-14,MIL,PHI,,,,,,,,,,,,,,,,
2024-03-17,MIL,PHX,,,,,,,,,,,,,,,,
2024-03-21,MIL,BKN,,,,,,,,,,,,,,,,
2024-03-24,MIL,OKC,,,,,,,,,,,,,,,,
2024-03-26,MIL,LAL,,,,,,,,,,,,,,,,
2024-04-03,MIL,MEM,,,,,,,,,,,,,,,,
2024-04-05,MIL,TOR,,,,,,,,,,,,,,,,
2024-04-07,MIL,NYK,,,,,,,,,,,,,,,,
2024-04-09,MIL,BOS,,,,,,,,,,,,,,,,
2024-04-10,MIL,ORL,,,,,,,,,,,,,,,,
2024-04-21,MIL,IND,,,,,,,,,,,,,,,,
2024-04-23,MIL,IND,,,,,,,,,,,,,,,,
2024-04-30,MIL,IND,,,,,,,,,,,,,,,,
2024-10-10,MIL,LAL,,,,,,,,,,,,,,,,
2024-10-14,MIL,CHI,,,,,,,,,,,,,,,,
2024-10-25,MIL,CHI,,,,,,,,,,,,,,,,
2024-11-02,MIL,CLE,,,,,,,,,,,,,,,,
2024-11-07,MIL,UTA,,,,,,,,,,,,,,,,
2024-11-10,MIL,BOS,,,,,,,,,,,,,,,,
2024-11-12,MIL,TOR,,,,,,,,,,,,,,,,
2024-11-13,MIL,DET,,,,,,,,,,,,,,,,
2024-11-18,MIL,HOU,,,,,,,,,,,,,,,,
2024-11-20,MIL,CHI,,,,,,,,,,,,,,,,
2024-11-22,MIL,IND,,,,,,,,,,,,,,,,
2024-11-23,MIL,CHA,,,,,,,,,,,,,,,,
2024-11-30,MIL,WAS,,,,,,,,,,,,,,,,
2024-12-04,MIL,ATL,,,,,,,,,,,,,,,,
2024-12-10,MIL,ORL,,,,,,,,,,,,,,,,
2024-12-21,MIL,WAS,,,,,,,,,,,,,,,,
2024-12-26,MIL,BKN,,,,,,,,,,,,,,,,
2025-01-02,MIL,BKN,,,,,,,,,,,,,,,,
2025-01-04,MIL,POR,,,,,,,,,,,,,,,,
2025-01-08,MIL,SAS,,,,,,,,,,,,,,,,
2025-01-14,MIL,SAC,,,,,,,,,,,,,,,,
2025-01-15,MIL,ORL,,,,,,,,,,,,,,,,
2025-01-17,MIL,TOR,,,,,,,,,,,,,,,,
2025-01-19,MIL,PHI,,,,,,,,,,,,,,,,
2025-01-23,MIL,MIA,,,,,,,,,,,,,,,,
2025-02-02,MIL,MEM,,,,,,,,,,,,,,,,
2025-02-09,MIL,PHI,,,,,,,,,,,,,,,,
2025-02-10,MIL,GSW,,,,,,,,,,,,,,,,
2025-02-20,MIL,LAC,,,,,,,,,,,,,,,,
2025-02-23,MIL,MIA,,,,,,,,,,,,,,,,
2025-02-27,MIL,DEN,,,,,,,,,,,,,,,,
2025-03-05,MIL,DAL,,,,,,,,,,,,,,,,
2025-03-08,MIL,ORL,,,,,,,,,,,,,,,,
2025-03-09,MIL,CLE,,,,,,,,,,,,,,,,
2025-03-13,MIL,LAL,,,,,,,,,,,,,,,,
2025-03-15,MIL,IND,,,,,,,,,,,,,,,,
2025-03-16,MIL,OKC,,,,,,,,,,,,,,,,
2025-03-28,MIL,NYK,,,,,,,,,,,,,,,,
2025-03-30,MIL,ATL,,,,,,,,,,,,,,,,
2025-04-01,MIL,PHX,,,,,,,,,,,,,,,,
2025-04-08,MIL,MIN,,,,,,,,,,,,,,,,
2025-04-10,MIL,NOP,,,,,,,,,,,,,,,,
2025-04-13,MIL,DET,,,,,,,,,,,,,,,,
2025-04-27,MIL,IND,,,,,,,,,,,,,,,,
2025-10-09,MIL,DET,,,,,,,,,,,,,,,,
2025-11-15,MIL,LAL,,,,,,,,,,,,,,,,
2026-01-21,MIL,OKC,,,,,,,,,,,,,,,,
2026-01-23,MIL,DEN,,,,,,,,,,,,,,,,
2026-03-04,MIL,ATL,,,,,,,,,,,,,,,,
2023-11-06,MIN,BOS,,,,,,,,,,,,,,,,
2023-11-08,MIN,NOP,,,,,,,,,,,,,,,,
2023-11-20,MIN,NYK,,,,,,,,,,,,,,,,
2023-11-22,MIN,PHI,,,,,,,,,,,,,,,,
2023-11-24,MIN,SAC,,,,,,,,,,,,,,,,
2023-11-28,MIN,OKC,,,,,,,,,,,,,,,,
2023-11-30,MIN,UTA,,,,,,,,,,,,,,,,
2023-12-06,MIN,SAS,,,,,,,,,,,,,,,,
2023-12-16,MIN,IND,,,,,,,,,,,,,,,,
2023-12-21,MIN,LAL,,,,,,,,,,,,,,,,
2023-12-28,MIN,DAL,,,,,,,,,,,,,,,,
2023-12-30,MIN,LAL,,,,,,,,,,,,,,,,
2024-01-03,MIN,NOP,,,,,,,,,,,,,,,,
2024-01-12,MIN,POR,,,,,,,,,,,,,,,,
2024-01-14,MIN,LAC,,,,,,,,,,,,,,,,
2024-01-18,MIN,MEM,,,,,,,,,,,,,,,,
2024-01-20,MIN,OKC,,,,,,,,,,,,,,,,
2024-01-22,MIN,CHA,,,,,,,,,,,,,,,,
2024-01-31,MIN,DAL,,,,,,,,,,,,,,,,
2024-02-02,MIN,ORL,,,,,,,,,,,,,,,,
2024-02-04,MIN,HOU,,,,,,,,,,,,,,,,
2024-02-23,MIN,MIL,,,,,,,,,,,,,,,,
2024-02-24,MIN,BKN,,,,,,,,,,,,,,,,
2024-02-27,MIN,SAS,,,,,,,,,,,,,,,,
2024-02-28,MIN,MEM,,,,,,,,,,,,,,,,
2024-03-01,MIN,SAC,,,,,,,,,,,,,,,,
2024-03-03,MIN,LAC,,,,,,,,,,,,,,,,
2024-03-04,MIN,POR,,,,,,,,,,,,,,,,
2024-03-19,MIN,DEN,,,,,,,,,,,,,,,,
2024-03-22,MIN,CLE,,,,,,,,,,,,,,,,
2024-03-24,MIN,GSW,,,,,,,,,,,,,,,,
2024-03-27,MIN,DET,,,,,,,,,,,,,,,,
2024-03-31,MIN,CHI,,,,,,,,,,,,,,,,
2024-04-02,MIN,HOU,,,,,,,,,,,,,,,,
2024-04-03,MIN,TOR,,,,,,,,,,,,,,,,
2024-04-09,MIN,WAS,,,,,,,,,,,,,,,,
2024-04-12,MIN,ATL,,,,,,,,,,,,,,,,
2024-04-14,MIN,PHX,,,,,,,,,,,,,,,,
2024-04-20,MIN,PHX,,,,,,,,,,,,,,,,
2024-04-23,MIN,PHX,,,,,,,,,,,,,,,,
2024-05-10,MIN,DEN,,,,,,,,,,,,,,,,
2024-05-12,MIN,DEN,,,,,,,,,,,,,,,,
2024-05-16,MIN,DEN,,,,,,,,,,,,,,,,
2024-05-22,MIN,DAL,,,,,,,,,,,,,,,,
2024-05-24,MIN,DAL,,,,,,,,,,,,,,,,
2024-05-30,MIN,DAL,,,,,,,,,,,,,,,,
2024-10-11,MIN,PHI,,,,,,,,,,,,,,,,
2024-10-17,MIN,DEN,,,,,,,,,,,,,,,,
2024-10-26,MIN,TOR,,,,,,,,,,,,,,,,
2024-10-29,MIN,DAL,,,,,,,,,,,,,,,,
2024-11-01,MIN,DEN,,,,,,,,,,,,,,,,
2024-11-04,MIN,CHA,,,,,,,,,,,,,,,,
2024-11-08,MIN,POR,,,,,,,,,,,,,,,,
2024-11-10,MIN,MIA,,,,,,,,,,,,,,,,
2024-11-17,MIN,PHX,,,,,,,,,,,,,,,,
2024-11-26,MIN,HOU,,,,,,,,,,,,,,,,
2024-11-27,MIN,SAC,,,,,,,,,,,,,,,,
2024-11-29,MIN,LAC,,,,,,,,,,,,,,,,
2024-12-02,MIN,LAL,,,,,,,,,,,,,,,,
2024-12-13,MIN,LAL,,,,,,,,,,,,,,,,
2024-12-19,MIN,NYK,,,,,,,,,,,,,,,,
2024-12-21,MIN,GSW,,,,,,,,,,,,,,,,
2024-12-29,MIN,SAS,,,,,,,,,,,,,,,,
2025-01-02,MIN,BOS,,,,,,,,,,,,,,,,
2025-01-06,MIN,LAC,,,,,,,,,,,,,,,,
2025-01-11,MIN,MEM,,,,,,,,,,,,,,,,
2025-01-15,MIN,GSW,,,,,,,,,,,,,,,,
2025-01-18,MIN,CLE,,,,,,,,,,,,,,,,
2025-01-25,MIN,DEN,,,,,,,,,,,,,,,,
2025-01-27,MIN,ATL,,,,,,,,,,,,,,,,
2025-02-01,MIN,WAS,,,,,,,,,,,,,,,,
2025-02-03,MIN,SAC,,,,,,,,,,,,,,,,
2025-02-05,MIN,CHI,,,,,,,,,,,,,,,,
2025-02-06,MIN,HOU,,,,,,,,,,,,,,,,
2025-02-08,MIN,POR,,,,,,,,,,,,,,,,
2025-02-12,MIN,MIL,,,,,,,,,,,,,,,,
2025-02-13,MIN,OKC,,,,,,,,,,,,,,,,
2025-02-23,MIN,OKC,,,,,,,,,,,,,,,,
2025-03-04,MIN,PHI,,,,,,,,,,,,,,,,
2025-03-09,MIN,SAS,,,,,,,,,,,,,,,,
2025-03-14,MIN,ORL,,,,,,,,,,,,,,,,
2025-03-16,MIN,UTA,,,,,,,,,,,,,,,,
2025-03-17,MIN,IND,,,,,,,,,,,,,,,,
2025-03-19,MIN,NOP,,,,,,,,,,,,,,,,
2025-03-21,MIN,NOP,,,,,,,,,,,,,,,,
2025-03-28,MIN,PHX,,,,,,,,,,,,,,,,
2025-03-30,MIN,DET,,,,,,,,,,,,,,,,
2025-04-11,MIN,BKN,,,,,,,,,,,,,,,,
2025-04-13,MIN,UTA,,,,,,,,,,,,,,,,
2025-04-25,MIN,LAL,,,,,,,,,,,,,,,,
2025-04-27,MIN,LAL,,,,,,,,,,,,,,,,
2025-05-06,MIN,GSW,,,,,,,,,,,,,,,,
2025-05-14,MIN,GSW,,,,,,,,,,,,,,,,
2025-10-07,MIN,IND,,,,,,,,,,,,,,,,
2025-10-27,MIN,DEN,,,,,,,,,,,,,,,,
2025-10-29,MIN,LAL,,,,,,,,,,,,,,,,
2025-12-06,MIN,LAC,,,,,,,,,,,,,,,,
2025-12-19,MIN,OKC,,,,,,,,,,,,,,,,
2026-01-26,MIN,GSW,,,,,,,,,,,,,,,,
2026-01-29,MIN,OKC,,,,,,,,,,,,,,,,
2026-02-08,MIN,LAC,,,,,,,,,,,,,,,,
2023-11-06,BKN,MIL,,,,,,,,,,,,,,,,
2023-11-08,BKN,LAC,,,,,,,,,,,,,,,,
2023-11-12,BKN,WAS,,,,,,,,,,,,,,,,
2023-11-14,BKN,ORL,,,,,,,,,,,,,,,,
2023-11-19,BKN,PHI,,,,,,,,,,,,,,,,
2023-11-25,BKN,MIA,,,,,,,,,,,,,,,,
2023-11-26,BKN,CHI,,,,,,,,,,,,,,,,
2023-11-28,BKN,TOR,,,,,,,,,,,,,,,,
2023-11-30,BKN,CHA,,,,,,,,,,,,,,,,
2023-12-02,BKN,ORL,,,,,,,,,,,,,,,,
2023-12-08,BKN,WAS,,,,,,,,,,,,,,,,
2023-12-20,BKN,NYK,,,,,,,,,,,,,,,,
2023-12-22,BKN,DEN,,,,,,,,,,,,,,,,
2023-12-23,BKN,DET,,,,,,,,,,,,,,,,
2023-12-27,BKN,MIL,,,,,,,,,,,,,,,,
2024-01-05,BKN,OKC,,,,,,,,,,,,,,,,
2024-01-07,BKN,POR,,,,,,,,,,,,,,,,
2024-01-15,BKN,MIA,,,,,,,,,,,,,,,,
2024-01-23,BKN,NYK,,,,,,,,,,,,,,,,
2024-01-25,BKN,MIN,,,,,,,,,,,,,,,,
2024-01-27,BKN,HOU,,,,,,,,,,,,,,,,
2024-01-29,BKN,UTA,,,,,,,,,,,,,,,,
2024-01-31,BKN,PHX,,,,,,,,,,,,,,,,
2024-02-05,BKN,GSW,,,,,,,,,,,,,,,,
2024-02-06,BKN,DAL,,,,,,,,,,,,,,,,
2024-02-08,BKN,CLE,,,,,,,,,,,,,,,,
2024-02-10,BKN,SAS,,,,,,,,,,,,,,,,
2024-02-13,BKN,BOS,,,,,,,,,,,,,,,,
2024-02-29,BKN,ATL,,,,,,,,,,,,,,,,
2024-03-02,BKN,ATL,,,,,,,,,,,,,,,,
2024-03-04,BKN,MEM,,,,,,,,,,,,,,,,
2024-03-05,BKN,PHI,,,,,,,,,,,,,,,,
2024-03-19,BKN,NOP,,,,,,,,,,,,,,,,
2024-03-29,BKN,CHI,,,,,,,,,,,,,,,,
2024-03-31,BKN,LAL,,,,,,,,,,,,,,,,
2024-04-03,BKN,IND,,,,,,,,,,,,,,,,
2024-04-06,BKN,DET,,,,,,,,,,,,,,,,
2024-04-07,BKN,SAC,,,,,,,,,,,,,,,,
2024-04-10,BKN,TOR,,,,,,,,,,,,,,,,
2024-10-14,BKN,WAS,,,,,,,,,,,,,,,,
2024-10-18,BKN,TOR,,,,,,,,,,,,,,,,
2024-10-27,BKN,MIL,,,,,,,,,,,,,,,,
2024-10-29,BKN,DEN,,,,,,,,,,,,,,,,
2024-11-01,BKN,CHI,,,,,,,,,,,,,,,,
2024-11-03,BKN,DET,,,,,,,,,,,,,,,,
2024-11-04,BKN,MEM,,,,,,,,,,,,,,,,
2024-11-13,BKN,BOS,,,,,,,,,,,,,,,,
2024-11-19,BKN,CHA,,,,,,,,,,,,,,,,
2024-11-29,BKN,ORL,,,,,,,,,,,,,,,,
2024-12-01,BKN,ORL,,,,,,,,,,,,,,,,
2024-12-04,BKN,IND,,,,,,,,,,,,,,,,
2024-12-08,BKN,MIL,,,,,,,,,,,,,,,,
2024-12-16,BKN,CLE,,,,,,,,,,,,,,,,
2024-12-21,BKN,UTA,,,,,,,,,,,,,,,,
2024-12-27,BKN,SAS,,,,,,,,,,,,,,,,
2025-01-04,BKN,PHI,,,,,,,,,,,,,,,,
2025-01-06,BKN,IND,,,,,,,,,,,,,,,,
2025-01-08,BKN,DET,,,,,,,,,,,,,,,,
2025-01-21,BKN,NYK,,,,,,,,,,,,,,,,
2025-01-22,BKN,PHX,,,,,,,,,,,,,,,,
2025-01-25,BKN,MIA,,,,,,,,,,,,,,,,
2025-01-27,BKN,SAC,,,,,,,,,,,,,,,,
2025-02-04,BKN,HOU,,,,,,,,,,,,,,,,
2025-02-05,BKN,WAS,,,,,,,,,,,,,,,,
2025-02-07,BKN,MIA,,,,,,,,,,,,,,,,
2025-02-10,BKN,CHA,,,,,,,,,,,,,,,,
2025-02-12,BKN,PHI,,,,,,,,,,,,,,,,
2025-02-20,BKN,CLE,,,,,,,,,,,,,,,,
2025-02-26,BKN,OKC,,,,,,,,,,,,,,,,
2025-02-28,BKN,POR,,,,,,,,,,,,,,,,
2025-03-06,BKN,GSW,,,,,,,,,,,,,,,,
2025-03-10,BKN,LAL,,,,,,,,,,,,,,,,
2025-03-15,BKN,BOS,,,,,,,,,,,,,,,,
2025-03-16,BKN,ATL,,,,,,,,,,,,,,,,
2025-03-24,BKN,DAL,,,,,,,,,,,,,,,,
2025-03-26,BKN,TOR,,,,,,,,,,,,,,,,
2025-03-28,BKN,LAC,,,,,,,,,,,,,,,,
2025-04-03,BKN,MIN,,,,,,,,,,,,,,,,
2025-04-06,BKN,TOR,,,,,,,,,,,,,,,,
2025-04-08,BKN,NOP,,,,,,,,,,,,,,,,
2025-04-10,BKN,ATL,,,,,,,,,,,,,,,,
2025-04-13,BKN,NYK,,,,,,,,,,,,,,,,
2026-01-09,BKN,LAC,,,,,,,,,,,,,,,,
2026-02-03,BKN,LAL,,,,,,,,,,,,,,,,
2023-11-08,NYK,SAS,,,,,,,,,,,,,,,,
2023-11-12,NYK,CHA,,,,,,,,,,,,,,,,
2023-11-24,NYK,MIA,,,,,,,,,,,,,,,,
2023-11-26,NYK,PHX,,,,,,,,,,,,,,,,
2023-11-28,NYK,CHA,,,,,,,,,,,,,,,,
2023-11-30,NYK,DET,,,,,,,,,,,,,,,,
2023-12-11,NYK,TOR,,,,,,,,,,,,,,,,
2023-12-23,NYK,MIL,,,,,,,,,,,,,,,,
2023-12-25,NYK,MIL,,,,,,,,,,,,,,,,
2024-01-01,NYK,MIN,,,,,,,,,,,,,,,,
2024-01-03,NYK,CHI,,,,,,,,,,,,,,,,
2024-01-09,NYK,POR,,,,,,,,,,,,,,,,
2024-01-15,NYK,ORL,,,,,,,,,,,,,,,,
2024-01-17,NYK,HOU,,,,,,,,,,,,,,,,
2024-01-18,NYK,WAS,,,,,,,,,,,,,,,,
2024-01-20,NYK,TOR,,,,,,,,,,,,,,,,
2024-01-25,NYK,DEN,,,,,,,,,,,,,,,,
2024-01-27,NYK,MIA,,,,,,,,,,,,,,,,
2024-01-30,NYK,UTA,,,,,,,,,,,,,,,,
2024-02-01,NYK,IND,,,,,,,,,,,,,,,,
2024-02-03,NYK,LAL,,,,,,,,,,,,,,,,
2024-02-06,NYK,MEM,,,,,,,,,,,,,,,,
2024-02-08,NYK,DAL,,,,,,,,,,,,,,,,
2024-02-10,NYK,IND,,,,,,,,,,,,,,,,
2024-02-24,NYK,BOS,,,,,,,,,,,,,,,,
2024-02-26,NYK,DET,,,,,,,,,,,,,,,,
2024-02-27,NYK,NOP,,,,,,,,,,,,,,,,
2024-02-29,NYK,GSW,,,,,,,,,,,,,,,,
2024-03-05,NYK,ATL,,,,,,,,,,,,,,,,
2024-03-08,NYK,ORL,,,,,,,,,,,,,,,,
2024-03-10,NYK,PHI,,,,,,,,,,,,,,,,
2024-03-12,NYK,PHI,,,,,,,,,,,,,,,,
2024-03-23,NYK,BKN,,,,,,,,,,,,,,,,
2024-03-25,NYK,DET,,,,,,,,,,,,,,,,
2024-03-31,NYK,OKC,,,,,,,,,,,,,,,,
2024-04-04,NYK,SAC,,,,,,,,,,,,,,,,
2024-04-12,NYK,BKN,,,,,,,,,,,,,,,,
2024-04-14,NYK,CHI,,,,,,,,,,,,,,,,
2024-04-20,NYK,PHI,,,,,,,,,,,,,,,,
2024-04-22,NYK,PHI,,,,,,,,,,,,,,,,
2024-04-30,NYK,PHI,,,,,,,,,,,,,,,,
2024-05-06,NYK,IND,,,,,,,,,,,,,,,,
2024-05-08,NYK,IND,,,,,,,,,,,,,,,,
2024-05-14,NYK,IND,,,,,,,,,,,,,,,,
2024-05-19,NYK,IND,,,,,,,,,,,,,,,,
2024-10-09,NYK,WAS,,,,,,,,,,,,,,,,
2024-10-13,NYK,MIN,,,,,,,,,,,,,,,,
2024-10-15,NYK,CHA,,,,,,,,,,,,,,,,
2024-10-25,NYK,IND,,,,,,,,,,,,,,,,
2024-10-28,NYK,CLE,,,,,,,,,,,,,,,,
2024-11-08,NYK,MIL,,,,,,,,,,,,,,,,
2024-11-13,NYK,CHI,,,,,,,,,,,,,,,,
2024-11-15,NYK,BKN,,,,,,,,,,,,,,,,
2024-11-17,NYK,BKN,,,,,,,,,,,,,,,,
2024-11-18,NYK,WAS,,,,,,,,,,,,,,,,
2024-12-01,NYK,NOP,,,,,,,,,,,,,,,,
2024-12-03,NYK,ORL,,,,,,,,,,,,,,,,
2024-12-05,NYK,CHA,,,,,,,,,,,,,,,,
2024-12-07,NYK,DET,,,,,,,,,,,,,,,,
2024-12-11,NYK,ATL,,,,,,,,,,,,,,,,
2024-12-23,NYK,TOR,,,,,,,,,,,,,,,,
2024-12-25,NYK,SAS,,,,,,,,,,,,,,,,
2025-01-01,NYK,UTA,,,,,,,,,,,,,,,,
2025-01-06,NYK,ORL,,,,,,,,,,,,,,,,
2025-01-08,NYK,TOR,,,,,,,,,,,,,,,,
2025-01-10,NYK,OKC,,,,,,,,,,,,,,,,
2025-01-12,NYK,MIL,,,,,,,,,,,,,,,,
2025-01-13,NYK,DET,,,,,,,,,,,,,,,,
2025-01-17,NYK,MIN,,,,,,,,,,,,,,,,
2025-01-20,NYK,ATL,,,,,,,,,,,,,,,,
2025-01-25,NYK,SAC,,,,,,,,,,,,,,,,
2025-01-27,NYK,MEM,,,,,,,,,,,,,,,,
2025-01-29,NYK,DEN,,,,,,,,,,,,,,,,
2025-02-01,NYK,LAL,,,,,,,,,,,,,,,,
2025-02-03,NYK,HOU,,,,,,,,,,,,,,,,
2025-02-08,NYK,BOS,,,,,,,,,,,,,,,,
2025-02-12,NYK,ATL,,,,,,,,,,,,,,,,
2025-02-20,NYK,CHI,,,,,,,,,,,,,,,,
2025-02-26,NYK,PHI,,,,,,,,,,,,,,,,
2025-03-04,NYK,GSW,,,,,,,,,,,,,,,,
2025-03-17,NYK,MIA,,,,,,,,,,,,,,,,
2025-03-22,NYK,WAS,,,,,,,,,,,,,,,,
2025-03-25,NYK,DAL,,,,,,,,,,,,,,,,
2025-03-26,NYK,LAC,,,,,,,,,,,,,,,,
2025-03-30,NYK,POR,,,,,,,,,,,,,,,,
2025-04-01,NYK,PHI,,,,,,,,,,,,,,,,
2025-04-06,NYK,PHX,,,,,,,,,,,,,,,,
2025-04-08,NYK,BOS,,,,,,,,,,,,,,,,
2025-04-11,NYK,CLE,,,,,,,,,,,,,,,,
2025-10-09,NYK,MIN,,,,,,,,,,,,,,,,
2026-01-07,NYK,LAC,,,,,,,,,,,,,,,,
2026-02-01,NYK,LAL,,,,,,,,,,,,,,,,
2023-11-06,ORL,DAL,,,,,,,,,,,,,,,,
2023-11-09,ORL,ATL,,,,,,,,,,,,,,,,
2023-11-11,ORL,MIL,,,,,,,,,,,,,,,,
2023-11-21,ORL,TOR,,,,,,,,,,,,,,,,
2023-11-22,ORL,DEN,,,,,,,,,,,,,,,,
2023-11-24,ORL,BOS,,,,,,,,,,,,,,,,
2023-11-26,ORL,CHA,,,,,,,,,,,,,,,,
2023-11-29,ORL,WAS,,,,,,,,,,,,,,,,
2023-12-01,ORL,WAS,,,,,,,,,,,,,,,,
2023-12-08,ORL,DET,,,,,,,,,,,,,,,,
2023-12-11,ORL,CLE,,,,,,,,,,,,,,,,
2023-12-20,ORL,MIA,,,,,,,,,,,,,,,,
2023-12-27,ORL,PHI,,,,,,,,,,,,,,,,
2023-12-29,ORL,NYK,,,,,,,,,,,,,,,,
2024-01-07,ORL,ATL,,,,,,,,,,,,,,,,
2024-01-09,ORL,MIN,,,,,,,,,,,,,,,,
2024-01-19,ORL,PHI,,,,,,,,,,,,,,,,
2024-01-21,ORL,MIA,,,,,,,,,,,,,,,,
2024-01-22,ORL,CLE,,,,,,,,,,,,,,,,
2024-01-28,ORL,PHX,,,,,,,,,,,,,,,,
2024-02-08,ORL,SAS,,,,,,,,,,,,,,,,
